id_sale,id_videojuego,total_sales,na_sales,jp_sales,pal_sales,other_sales
15983,15983,2.52,1.73,0.33,0.11,0.35
15984,15984,1.32,0.49,0.0,0.2,0.63
15985,15985,1.66,0.2,0.04,0.39,1.03
15986,15986,12.82,10.19,0.41,0.69,1.53
15987,15987,4.85,3.98,0.53,0.27,0.07
15988,15988,12.98,6.28,0.15,1.53,5.02
15989,15989,19.33,12.74,0.76,2.86,2.97
15990,15990,3.92,1.07,0.29,2.45,0.11
15991,15991,13.75,1.72,1.76,6.74,3.53
15992,15992,0.94,0.41,0.26,0.02,0.25
15993,15993,2.33,1.55,0.17,0.22,0.39
15994,15994,1.51,1.06,0.39,0.04,0.02
15995,15995,3.26,1.59,0.35,0.31,1.01
15996,15996,13.25,6.75,0.88,4.54,1.08
15997,15997,16.04,5.92,2.45,2.57,5.1
15998,15998,0.22,0.08,0.07,0.03,0.04
15999,15999,9.12,1.41,0.3,5.1,2.31
16000,16000,0.71,0.19,0.25,0.13,0.14
16001,16001,2.63,0.37,0.27,1.07,0.92
16002,16002,8.59,1.86,1.64,1.25,3.84
16003,16003,16.98,3.08,1.54,3.6,8.76
16004,16004,13.41,3.9,2.64,0.56,6.31
16005,16005,18.78,5.63,1.72,6.1,5.33
16006,16006,0.43,0.19,0.18,0.03,0.03
16007,16007,17.38,9.35,1.39,6.02,0.62
16008,16008,6.99,1.36,1.14,0.4,4.09
16009,16009,6.1,1.29,1.01,1.97,1.83
16010,16010,2.18,1.17,0.36,0.31,0.34
16011,16011,2.15,1.9,0.18,0.02,0.05
16012,16012,9.88,4.94,3.47,0.44,1.03
16013,16013,18.58,9.64,1.28,5.5,2.16
16014,16014,9.93,3.62,1.68,0.43,4.2
16015,16015,12.12,2.59,3.17,5.94,0.42
16016,16016,8.13,2.21,0.42,1.73,3.77
16017,16017,13.68,3.45,0.41,7.91,1.91
16018,16018,1.33,0.94,0.13,0.05,0.21
16019,16019,10.92,6.66,0.01,1.78,2.47
16020,16020,1.26,0.42,0.7,0.06,0.08
16021,16021,7.76,3.35,1.54,1.63,1.24
16022,16022,3.51,1.16,0.88,0.61,0.86
16023,16023,19.49,8.53,6.41,0.26,4.29
16024,16024,17.2,6.28,0.93,6.24,3.75
16025,16025,4.84,2.93,0.76,0.24,0.91
16026,16026,16.9,10.52,0.59,2.16,3.63
16027,16027,12.32,7.71,1.27,2.44,0.9
16028,16028,16.75,8.82,2.91,3.36,1.66
16029,16029,3.46,2.1,0.6,0.09,0.67
16030,16030,16.1,4.57,5.39,3.35,2.79
16031,16031,4.81,2.11,0.88,1.21,0.61
16032,16032,11.64,6.32,0.68,3.68,0.96
16033,16033,18.57,3.41,5.67,1.78,7.71
16034,16034,17.7,3.29,3.38,6.42,4.61
16035,16035,7.42,1.73,3.26,0.88,1.55
16036,16036,19.29,7.63,0.06,4.06,7.54
16037,16037,16.71,8.59,1.14,6.19,0.79
16038,16038,12.24,2.76,7.69,1.54,0.25
16039,16039,8.48,4.86,3.09,0.37,0.16
16040,16040,14.77,10.62,2.16,1.23,0.76
16041,16041,7.86,3.74,0.66,3.08,0.38
16042,16042,9.7,4.69,1.11,0.71,3.19
16043,16043,1.9,1.68,0.07,0.12,0.03
16044,16044,13.77,2.63,4.61,0.69,5.84
16045,16045,4.26,1.96,0.41,1.44,0.45
16046,16046,13.83,4.47,3.46,3.98,1.92
16047,16047,14.74,9.18,0.63,2.71,2.22
16048,16048,16.81,7.26,3.1,1.73,4.72
16049,16049,7.77,2.68,2.25,0.51,2.33
16050,16050,7.24,2.27,0.45,1.62,2.9
16051,16051,9.18,5.07,1.2,0.42,2.49
16052,16052,0.3,0.18,0.0,0.09,0.03
16053,16053,13.44,7.09,3.25,0.56,2.54
16054,16054,2.35,0.66,1.05,0.6,0.04
16055,16055,18.52,8.21,0.07,7.8,2.44
16056,16056,6.25,2.27,0.52,3.28,0.18
16057,16057,4.97,0.46,2.46,0.8,1.25
16058,16058,19.15,3.56,7.72,1.94,5.93
16059,16059,17.7,4.33,1.8,11.39,0.18
16060,16060,3.11,0.16,2.01,0.27,0.67
16061,16061,10.6,1.48,0.19,0.88,8.05
16062,16062,6.01,4.37,1.42,0.05,0.17
16063,16063,4.78,1.84,0.35,2.2,0.39
16064,16064,6.62,3.4,0.26,2.34,0.62
16065,16065,2.3,1.63,0.21,0.29,0.17
16066,16066,11.6,0.45,3.36,6.17,1.62
16067,16067,12.25,11.1,0.27,0.38,0.5
16068,16068,10.98,1.62,0.13,5.38,3.85
16069,16069,18.31,1.27,1.31,7.54,8.19
16070,16070,8.73,1.7,1.95,3.86,1.22
16071,16071,2.9,2.23,0.17,0.04,0.46
16072,16072,11.57,8.86,1.62,1.04,0.05
16073,16073,8.34,4.34,3.78,0.01,0.21
16074,16074,10.58,4.38,0.17,0.99,5.04
16075,16075,6.48,0.57,2.53,2.51,0.87
16076,16076,7.95,1.27,0.28,6.14,0.26
16077,16077,13.37,3.75,3.35,5.58,0.69
16078,16078,4.68,0.28,1.99,1.39,1.02
16079,16079,16.23,11.3,4.16,0.55,0.22
16080,16080,8.34,5.34,1.84,0.95,0.21
16081,16081,17.48,7.88,4.06,0.4,5.14
16082,16082,11.16,8.76,0.27,1.3,0.83
16083,16083,7.25,3.53,1.95,0.71,1.06
16084,16084,13.81,3.98,3.68,0.58,5.57
16085,16085,15.08,10.62,0.45,2.68,1.33
16086,16086,19.62,8.71,2.82,0.15,7.94
16087,16087,11.24,2.15,6.91,1.83,0.35
16088,16088,10.42,4.1,1.33,3.16,1.83
16089,16089,4.57,0.65,0.38,1.6,1.94
16090,16090,11.73,3.17,4.34,3.52,0.7
16091,16091,0.51,0.34,0.03,0.07,0.07
16092,16092,15.89,5.45,9.47,0.96,0.01
16093,16093,1.8,0.23,0.11,1.19,0.27
16094,16094,10.11,1.61,2.79,2.9,2.81
16095,16095,10.54,2.02,4.19,4.19,0.14
16096,16096,16.11,10.05,3.06,2.31,0.69
16097,16097,18.39,11.16,3.93,1.37,1.93
16098,16098,11.55,6.34,1.27,1.41,2.53
16099,16099,9.91,5.82,0.31,0.53,3.25
16100,16100,1.6,0.51,0.18,0.44,0.47
16101,16101,15.31,3.27,11.07,0.12,0.85
16102,16102,4.33,1.81,1.6,0.01,0.91
16103,16103,9.84,6.41,0.2,0.72,2.51
16104,16104,0.41,0.19,0.08,0.02,0.12
16105,16105,14.57,1.37,0.68,1.35,11.17
16106,16106,12.69,5.11,0.72,5.16,1.7
16107,16107,10.76,3.86,0.28,3.07,3.55
16108,16108,14.96,7.22,4.31,1.62,1.81
16109,16109,3.38,1.66,0.52,1.14,0.06
16110,16110,14.08,9.92,2.04,1.99,0.13
16111,16111,4.87,1.62,0.54,1.91,0.8
16112,16112,3.79,1.83,1.02,0.64,0.3
16113,16113,8.8,1.7,3.36,3.36,0.38
16114,16114,5.44,0.5,2.55,0.01,2.38
16115,16115,10.17,4.78,4.01,1.15,0.23
16116,16116,1.64,0.78,0.23,0.44,0.19
16117,16117,19.76,16.91,0.36,0.47,2.02
16118,16118,0.41,0.15,0.13,0.12,0.01
16119,16119,2.06,0.74,0.28,0.28,0.76
16120,16120,15.5,13.14,0.18,0.29,1.89
16121,16121,9.35,1.38,0.05,3.09,4.83
16122,16122,1.41,0.71,0.24,0.21,0.25
16123,16123,14.0,4.78,5.84,0.9,2.48
16124,16124,9.19,4.47,1.96,1.74,1.02
16125,16125,7.61,6.7,0.85,0.04,0.02
16126,16126,13.45,4.04,3.1,1.03,5.28
16127,16127,2.84,1.32,0.3,0.91,0.31
16128,16128,14.43,6.12,3.83,2.63,1.85
16129,16129,0.59,0.28,0.18,0.12,0.01
16130,16130,2.67,0.81,0.53,0.8,0.53
16131,16131,3.74,1.01,0.28,0.91,1.54
16132,16132,5.71,0.29,3.38,0.09,1.95
16133,16133,18.2,6.54,4.03,1.65,5.98
16134,16134,5.12,2.29,0.08,1.46,1.29
16135,16135,13.53,5.32,4.52,1.96,1.73
16136,16136,8.97,3.62,0.13,0.82,4.4
16137,16137,13.81,7.5,3.31,0.44,2.56
16138,16138,16.35,2.77,3.62,1.46,8.5
16139,16139,4.85,1.53,2.77,0.33,0.22
16140,16140,10.29,0.93,0.74,8.36,0.26
16141,16141,16.98,6.11,0.33,10.38,0.16
16142,16142,4.15,0.38,0.82,0.58,2.37
16143,16143,9.9,3.6,0.52,2.42,3.36
16144,16144,14.26,6.68,7.06,0.39,0.13
16145,16145,16.54,10.17,4.26,0.42,1.69
16146,16146,13.96,3.3,1.87,1.18,7.61
16147,16147,12.05,5.51,0.01,5.93,0.6
16148,16148,6.89,3.52,0.24,2.05,1.08
16149,16149,5.91,1.68,1.41,1.5,1.32
16150,16150,17.33,0.86,2.82,12.36,1.29
16151,16151,7.01,2.0,0.17,3.96,0.88
16152,16152,15.87,7.07,3.92,0.72,4.16
16153,16153,8.47,6.62,1.02,0.59,0.24
16154,16154,5.14,4.03,0.76,0.12,0.23
16155,16155,2.16,1.37,0.0,0.15,0.64
16156,16156,2.36,0.8,1.05,0.04,0.47
16157,16157,19.31,0.73,3.32,11.63,3.63
16158,16158,2.83,0.88,0.11,1.04,0.8
16159,16159,3.88,1.61,0.84,1.08,0.35
16160,16160,14.62,2.86,8.45,0.23,3.08
16161,16161,11.21,7.17,0.52,0.75,2.77
16162,16162,4.78,2.58,0.31,0.71,1.18
16163,16163,10.14,4.1,2.2,1.76,2.08
16164,16164,1.6,0.64,0.65,0.11,0.2
16165,16165,10.82,6.93,0.08,1.54,2.27
16166,16166,12.01,7.12,2.41,2.06,0.42
16167,16167,6.18,3.57,0.01,1.7,0.9
16168,16168,14.7,5.32,5.97,1.69,1.72
16169,16169,15.05,2.85,6.8,1.05,4.35
16170,16170,15.41,1.73,0.23,10.02,3.43
16171,16171,12.07,5.54,1.01,3.54,1.98
16172,16172,5.28,2.3,1.99,0.8,0.19
16173,16173,13.0,0.41,6.17,6.17,0.25
16174,16174,7.11,1.5,2.29,2.07,1.25
16175,16175,1.97,0.73,0.36,0.65,0.23
16176,16176,1.2,0.54,0.22,0.18,0.26
16177,16177,2.44,0.24,0.47,0.29,1.44
16178,16178,18.04,5.03,3.28,0.55,9.18
16179,16179,10.52,5.66,3.73,1.02,0.11
16180,16180,14.82,3.66,2.05,8.67,0.44
16181,16181,18.39,6.02,1.66,0.5,10.21
16182,16182,6.76,3.67,1.67,0.61,0.81
16183,16183,15.58,7.62,7.2,0.58,0.18
16184,16184,7.31,1.46,1.34,0.54,3.97
16185,16185,15.23,5.77,4.27,3.01,2.18
16186,16186,18.01,6.39,9.49,0.96,1.17
16187,16187,11.72,2.83,0.98,1.97,5.94
16188,16188,16.04,9.49,2.3,2.04,2.21
16189,16189,11.9,8.95,1.12,0.04,1.79
16190,16190,10.83,3.33,6.36,0.06,1.08
16191,16191,1.96,0.51,0.61,0.36,0.48
16192,16192,5.21,0.59,3.0,0.73,0.89
16193,16193,1.2,0.58,0.05,0.57,0.0
16194,16194,17.9,5.57,8.63,3.41,0.29
16195,16195,6.81,1.75,0.11,2.82,2.13
16196,16196,18.48,5.3,2.2,6.08,4.9
16197,16197,17.76,10.09,1.78,5.15,0.74
16198,16198,7.06,2.31,2.08,0.55,2.12
16199,16199,4.61,2.51,0.44,0.32,1.34
16200,16200,1.1,0.27,0.4,0.19,0.24
16201,16201,2.92,1.91,0.07,0.43,0.51
16202,16202,0.28,0.02,0.22,0.02,0.02
16203,16203,18.38,7.36,3.43,2.05,5.54
16204,16204,13.2,8.06,0.65,3.53,0.96
16205,16205,16.34,5.45,4.7,0.72,5.47
16206,16206,3.68,0.44,1.01,2.06,0.17
16207,16207,11.15,3.0,3.45,1.17,3.53
16208,16208,5.62,3.06,1.35,1.08,0.13
16209,16209,19.89,9.54,6.57,2.88,0.9
16210,16210,4.37,1.33,1.3,1.37,0.37
16211,16211,16.69,13.44,0.97,1.86,0.42
16212,16212,13.18,6.34,2.48,1.72,2.64
16213,16213,0.92,0.62,0.14,0.11,0.05
16214,16214,13.68,2.46,3.86,0.5,6.86
16215,16215,16.0,5.65,6.32,3.65,0.38
16216,16216,3.9,1.58,0.84,1.38,0.1
16217,16217,6.32,1.47,2.32,0.21,2.32
16218,16218,13.96,2.1,5.46,1.22,5.18
16219,16219,7.62,3.63,3.72,0.04,0.23
16220,16220,8.58,1.72,2.5,1.16,3.2
16221,16221,14.26,2.17,4.0,5.57,2.52
16222,16222,2.33,0.44,0.24,0.87,0.78
16223,16223,3.38,1.03,0.05,1.7,0.6
16224,16224,2.35,0.09,0.86,1.37,0.03
16225,16225,1.71,0.18,0.76,0.59,0.18
16226,16226,16.7,10.16,0.11,3.32,3.11
16227,16227,12.39,3.56,1.34,7.23,0.26
16228,16228,16.22,7.54,1.31,0.46,6.91
16229,16229,14.26,2.61,0.34,11.05,0.26
16230,16230,8.74,3.37,0.84,2.86,1.67
16231,16231,18.81,7.6,1.72,4.26,5.23
16232,16232,19.43,11.45,3.32,1.98,2.68
16233,16233,16.49,10.27,0.19,0.17,5.86
16234,16234,13.54,5.33,4.37,2.23,1.61
16235,16235,15.66,5.71,5.59,1.54,2.82
16236,16236,2.64,1.64,0.52,0.25,0.23
16237,16237,4.04,2.03,1.23,0.42,0.36
16238,16238,13.35,5.96,1.66,1.48,4.25
16239,16239,1.17,1.0,0.0,0.07,0.1
16240,16240,17.96,13.93,1.74,2.1,0.19
16241,16241,3.61,2.21,0.73,0.1,0.57
16242,16242,16.53,3.98,2.5,5.13,4.92
16243,16243,18.14,0.33,6.77,2.0,9.04
16244,16244,7.92,3.22,1.01,1.91,1.78
16245,16245,5.24,3.19,0.52,0.49,1.04
16246,16246,15.91,9.52,2.88,1.92,1.59
16247,16247,5.82,3.26,0.12,1.75,0.69
16248,16248,5.15,1.4,0.01,1.54,2.2
16249,16249,2.57,0.66,0.33,0.34,1.24
16250,16250,9.16,3.08,0.69,0.7,4.69
16251,16251,3.67,1.05,1.15,0.47,1.0
16252,16252,18.79,3.99,2.72,0.87,11.21
16253,16253,0.27,0.18,0.04,0.04,0.01
16254,16254,2.5,0.74,0.56,0.24,0.96
16255,16255,12.16,5.98,2.06,3.2,0.92
16256,16256,3.24,0.82,1.39,0.11,0.92
16257,16257,15.58,4.97,1.09,3.6,5.92
16258,16258,15.94,11.24,1.52,2.34,0.84
16259,16259,5.03,2.59,0.33,1.45,0.66
16260,16260,3.76,0.95,0.12,2.56,0.13
16261,16261,1.13,0.37,0.16,0.52,0.08
16262,16262,6.07,4.49,0.5,0.59,0.49
16263,16263,2.84,1.81,0.24,0.14,0.65
16264,16264,6.15,0.45,0.12,5.46,0.12
16265,16265,19.24,8.35,5.97,2.92,2.0
16266,16266,7.13,0.54,3.21,1.81,1.57
16267,16267,9.7,6.15,0.75,0.76,2.04
16268,16268,10.04,5.33,1.19,2.25,1.27
16269,16269,6.77,2.19,0.14,2.68,1.76
16270,16270,12.69,3.21,3.02,6.45,0.01
16271,16271,12.78,0.84,6.32,1.89,3.73
16272,16272,17.4,1.91,2.72,11.97,0.8
16273,16273,10.66,7.07,1.32,1.9,0.37
16274,16274,7.58,2.63,1.63,1.28,2.04
16275,16275,6.13,4.77,0.44,0.33,0.59
16276,16276,19.84,14.98,0.62,3.99,0.25
16277,16277,14.35,2.34,2.11,7.07,2.83
16278,16278,16.99,11.34,3.31,1.71,0.63
16279,16279,16.09,4.91,1.16,9.92,0.1
16280,16280,3.23,0.42,0.24,0.17,2.4
16281,16281,12.31,2.46,4.18,4.05,1.62
16282,16282,8.32,2.44,1.23,2.09,2.56
16283,16283,12.1,8.46,0.23,2.99,0.42
16284,16284,9.68,3.85,2.23,0.87,2.73
16285,16285,19.19,7.91,6.46,2.49,2.33
16286,16286,1.45,0.81,0.22,0.28,0.14
16287,16287,10.23,7.31,0.34,1.69,0.89
16288,16288,3.91,2.36,0.83,0.68,0.04
16289,16289,16.51,2.08,8.52,2.2,3.71
16290,16290,8.95,2.67,3.39,0.79,2.1
16291,16291,12.36,4.68,0.11,1.02,6.55
16292,16292,12.72,1.0,0.46,9.6,1.66
16293,16293,3.62,3.34,0.22,0.02,0.04
16294,16294,10.03,7.68,1.72,0.09,0.54
16295,16295,15.65,3.17,5.71,1.06,5.71
16296,16296,11.04,7.01,0.14,0.3,3.59
16297,16297,11.9,9.34,0.42,1.0,1.14
16298,16298,18.13,1.84,2.94,7.9,5.45
16299,16299,1.51,1.03,0.36,0.08,0.04
16300,16300,18.17,4.38,2.91,1.82,9.06
16301,16301,9.72,8.08,0.28,1.22,0.14
16302,16302,2.68,0.71,1.17,0.02,0.78
16303,16303,2.3,0.69,0.54,0.79,0.28
16304,16304,18.09,6.14,0.79,5.32,5.84
16305,16305,11.78,7.25,1.93,0.86,1.74
16306,16306,3.83,2.1,0.82,0.52,0.39
16307,16307,17.31,11.8,0.17,0.31,5.03
16308,16308,16.01,8.19,2.15,4.43,1.24
16309,16309,2.75,1.6,0.15,0.82,0.18
16310,16310,13.57,4.72,0.13,1.76,6.96
16311,16311,4.4,1.35,1.54,1.01,0.5
16312,16312,8.15,6.68,0.54,0.33,0.6
16313,16313,5.59,1.5,0.28,0.77,3.04
16314,16314,13.86,7.29,0.66,1.73,4.18
16315,16315,18.93,2.13,4.93,7.88,3.99
16316,16316,11.45,1.84,0.42,7.15,2.04
16317,16317,6.05,3.97,0.01,1.09,0.98
16318,16318,9.14,4.83,2.47,1.63,0.21
16319,16319,17.33,1.31,10.57,0.28,5.17
16320,16320,18.79,3.86,1.31,4.72,8.9
16321,16321,18.41,10.19,3.5,3.22,1.5
16322,16322,11.44,3.45,3.78,3.18,1.03
16323,16323,1.67,0.17,0.64,0.66,0.2
16324,16324,10.02,3.84,2.88,2.46,0.84
16325,16325,13.5,2.64,6.08,4.66,0.12
16326,16326,14.42,5.9,0.13,3.27,5.12
16327,16327,5.2,2.78,0.23,0.83,1.36
16328,16328,14.38,3.94,4.32,2.53,3.59
16329,16329,6.15,5.1,0.9,0.02,0.13
16330,16330,0.64,0.47,0.01,0.08,0.08
16331,16331,7.94,3.27,1.05,3.49,0.13
16332,16332,10.72,2.79,1.08,4.05,2.8
16333,16333,5.79,3.17,1.71,0.24,0.67
16334,16334,6.21,1.55,0.85,2.14,1.67
16335,16335,14.61,0.34,6.21,3.87,4.19
16336,16336,16.48,3.22,0.04,10.09,3.13
16337,16337,14.52,9.54,1.06,2.88,1.04
16338,16338,0.96,0.27,0.14,0.17,0.38
16339,16339,0.1,0.01,0.03,0.04,0.02
16340,16340,18.8,11.0,3.89,2.45,1.46
16341,16341,18.14,8.38,6.93,1.69,1.14
16342,16342,14.6,2.24,3.16,0.7,8.5
16343,16343,6.21,2.74,0.8,2.54,0.13
16344,16344,7.56,1.4,2.18,0.14,3.84
16345,16345,6.12,2.92,0.13,0.99,2.08
16346,16346,6.64,0.77,1.51,0.47,3.89
16347,16347,11.67,3.86,4.48,2.44,0.89
16348,16348,5.08,3.48,0.07,1.44,0.09
16349,16349,14.4,5.81,1.85,0.78,5.96
16350,16350,10.73,6.92,0.64,0.14,3.03
16351,16351,12.06,7.05,0.8,0.18,4.03
16352,16352,0.82,0.11,0.28,0.01,0.42
16353,16353,15.67,2.91,0.65,11.97,0.14
16354,16354,16.32,9.47,1.96,1.77,3.12
16355,16355,19.91,5.5,2.8,8.84,2.77
16356,16356,12.02,8.6,2.36,0.92,0.14
16357,16357,4.65,3.12,0.38,0.82,0.33
16358,16358,10.15,1.46,6.63,1.13,0.93
16359,16359,17.93,7.86,0.11,8.67,1.29
16360,16360,16.61,4.12,2.33,9.33,0.83
16361,16361,5.08,3.5,0.3,0.04,1.24
16362,16362,18.49,11.39,3.3,0.04,3.76
16363,16363,13.5,6.18,1.68,1.19,4.45
16364,16364,3.71,0.29,0.5,2.15,0.77
16365,16365,18.93,1.21,5.77,9.77,2.18
16366,16366,16.09,4.75,5.4,2.39,3.55
16367,16367,11.63,1.7,1.9,1.0,7.03
16368,16368,18.85,6.62,6.41,1.58,4.24
16369,16369,7.68,5.18,1.27,0.8,0.43
16370,16370,8.11,2.86,4.74,0.21,0.3
16371,16371,9.33,3.31,3.42,2.29,0.31
16372,16372,9.87,6.71,0.12,2.09,0.95
16373,16373,6.25,3.59,0.68,0.37,1.61
16374,16374,16.65,4.45,2.19,1.82,8.19
16375,16375,10.28,2.27,1.9,2.95,3.16
16376,16376,18.95,3.94,4.02,10.27,0.72
16377,16377,12.48,3.58,4.15,0.45,4.3
16378,16378,15.19,7.07,3.51,3.39,1.22
16379,16379,1.37,0.49,0.15,0.04,0.69
16380,16380,7.08,3.34,0.5,0.3,2.94
16381,16381,8.55,2.73,1.06,0.39,4.37
16382,16382,5.24,1.03,0.06,1.13,3.02
16383,16383,9.21,1.74,5.93,0.65,0.89
16384,16384,7.4,5.48,1.26,0.47,0.19
16385,16385,18.03,10.38,3.15,1.03,3.47
16386,16386,4.11,2.34,0.52,0.1,1.15
16387,16387,18.49,4.72,0.18,6.63,6.96
16388,16388,18.53,7.03,4.36,4.55,2.59
16389,16389,2.58,0.72,0.07,0.58,1.21
16390,16390,17.76,6.61,1.36,9.71,0.08
16391,16391,15.75,4.96,3.01,3.41,4.37
16392,16392,13.74,3.02,6.04,2.17,2.51
16393,16393,2.8,0.9,0.71,0.95,0.24
16394,16394,5.43,2.96,1.81,0.48,0.18
16395,16395,15.52,11.47,2.49,0.8,0.76
16396,16396,16.71,7.79,0.05,8.44,0.43
16397,16397,12.22,4.67,3.23,2.13,2.19
16398,16398,11.46,1.44,3.97,2.75,3.3
16399,16399,11.64,4.61,4.22,2.67,0.14
16400,16400,5.78,1.23,0.74,2.54,1.27
16401,16401,19.07,3.67,1.01,7.87,6.52
16402,16402,14.36,4.5,2.84,0.57,6.45
16403,16403,9.56,5.91,0.93,1.51,1.21
16404,16404,1.8,0.82,0.05,0.17,0.76
16405,16405,11.51,8.89,1.02,0.85,0.75
16406,16406,12.05,3.28,1.29,1.78,5.7
16407,16407,19.26,12.8,0.02,4.1,2.34
16408,16408,9.25,0.72,3.03,5.34,0.16
16409,16409,9.69,3.3,0.01,2.29,4.09
16410,16410,14.84,5.4,0.47,5.28,3.69
16411,16411,18.36,1.95,3.27,1.16,11.98
16412,16412,1.97,0.62,0.67,0.53,0.15
16413,16413,3.71,0.96,1.14,1.07,0.54
16414,16414,7.97,1.28,2.61,0.34,3.74
16415,16415,11.23,6.25,2.32,2.35,0.31
16416,16416,1.28,1.07,0.06,0.09,0.06
16417,16417,14.76,7.8,1.79,5.12,0.05
16418,16418,5.87,4.34,0.71,0.51,0.31
16419,16419,8.91,3.43,3.47,1.89,0.12
16420,16420,12.88,8.99,0.09,2.72,1.08
16421,16421,1.54,0.53,0.24,0.55,0.22
16422,16422,17.15,1.01,7.09,4.46,4.59
16423,16423,0.13,0.07,0.01,0.03,0.02
16424,16424,14.98,9.85,1.99,1.04,2.1
16425,16425,1.86,1.45,0.24,0.09,0.08
16426,16426,10.71,0.18,7.73,0.44,2.36
16427,16427,0.33,0.01,0.03,0.05,0.24
16428,16428,14.15,2.38,0.41,3.37,7.99
16429,16429,18.27,13.75,1.05,2.8,0.67
16430,16430,0.65,0.39,0.04,0.18,0.04
16431,16431,17.93,10.38,0.19,2.01,5.35
16432,16432,5.36,1.23,3.01,0.21,0.91
16433,16433,6.78,1.14,1.99,1.45,2.2
16434,16434,16.61,8.61,4.39,0.86,2.75
16435,16435,8.55,5.03,0.81,2.29,0.42
16436,16436,18.84,10.95,3.26,4.31,0.32
16437,16437,14.88,12.42,0.23,1.98,0.25
16438,16438,8.4,3.17,2.43,2.62,0.18
16439,16439,11.78,1.76,2.84,6.29,0.89
16440,16440,5.25,0.29,2.25,0.49,2.22
16441,16441,19.43,6.17,9.25,0.53,3.48
16442,16442,18.88,9.8,1.73,5.56,1.79
16443,16443,2.97,0.73,1.6,0.63,0.01
16444,16444,17.43,10.32,2.83,3.74,0.54
16445,16445,4.11,0.66,1.08,0.31,2.06
16446,16446,17.85,7.33,5.18,4.11,1.23
16447,16447,17.46,6.85,2.83,0.74,7.04
16448,16448,3.87,0.51,2.15,0.86,0.35
16449,16449,19.53,5.42,0.9,10.51,2.7
16450,16450,10.46,4.57,3.46,0.69,1.74
16451,16451,4.96,3.32,0.45,0.13,1.06
16452,16452,3.98,0.03,2.45,0.31,1.19
16453,16453,12.88,3.86,1.07,2.77,5.18
16454,16454,1.45,0.6,0.14,0.57,0.14
16455,16455,17.03,7.98,7.11,0.99,0.95
16456,16456,19.38,15.98,1.79,1.6,0.01
16457,16457,6.0,2.55,0.99,1.14,1.32
16458,16458,14.8,7.7,2.37,0.42,4.31
16459,16459,14.73,4.0,4.3,0.54,5.89
16460,16460,1.69,0.79,0.26,0.08,0.56
16461,16461,2.59,0.89,0.87,0.27,0.56
16462,16462,19.12,5.34,1.19,5.25,7.34
16463,16463,15.22,9.13,3.99,1.99,0.11
16464,16464,16.39,6.32,0.97,1.6,7.5
16465,16465,15.17,10.15,1.45,0.99,2.58
16466,16466,18.29,9.89,1.21,4.4,2.79
16467,16467,0.47,0.08,0.08,0.01,0.3
16468,16468,17.83,11.0,6.09,0.18,0.56
16469,16469,11.66,4.52,1.0,4.08,2.06
16470,16470,3.03,0.3,0.41,0.53,1.79
16471,16471,0.97,0.2,0.16,0.18,0.43
16472,16472,19.92,0.68,4.5,12.8,1.94
16473,16473,0.7,0.49,0.09,0.06,0.06
16474,16474,12.54,6.74,0.45,1.06,4.29
16475,16475,19.02,14.87,1.88,1.53,0.74
16476,16476,13.79,8.53,0.21,1.15,3.9
16477,16477,18.21,4.03,1.73,8.72,3.73
16478,16478,9.54,3.8,2.24,0.11,3.39
16479,16479,7.02,3.26,0.54,1.34,1.88
16480,16480,17.1,8.71,2.64,4.53,1.22
16481,16481,6.57,1.32,1.76,0.57,2.92
16482,16482,7.36,6.18,0.2,0.52,0.46
16483,16483,11.95,3.6,2.7,3.89,1.76
16484,16484,10.42,4.89,3.15,0.56,1.82
16485,16485,1.17,0.64,0.18,0.01,0.34
16486,16486,16.14,11.11,0.31,3.86,0.86
16487,16487,16.29,5.58,2.94,1.74,6.03
16488,16488,15.26,4.34,0.23,4.9,5.79
16489,16489,5.22,1.94,0.53,0.6,2.15
16490,16490,7.16,1.72,0.24,3.54,1.66
16491,16491,6.75,3.74,0.05,0.05,2.91
16492,16492,2.96,0.49,1.45,0.08,0.94
16493,16493,8.61,2.68,0.04,0.79,5.1
16494,16494,10.7,4.55,1.8,2.24,2.11
16495,16495,0.85,0.17,0.19,0.41,0.08
16496,16496,0.15,0.03,0.01,0.07,0.04
16497,16497,12.69,4.38,1.52,3.62,3.17
16498,16498,3.69,1.29,0.4,0.77,1.23
16499,16499,8.38,3.21,3.13,1.58,0.46
16500,16500,5.62,0.77,3.81,0.48,0.56
16501,16501,13.21,1.25,8.81,1.92,1.23
16502,16502,17.67,2.43,4.51,4.39,6.34
16503,16503,12.59,0.84,0.87,10.85,0.03
16504,16504,14.5,2.34,0.47,1.94,9.75
16505,16505,9.54,3.46,0.91,3.62,1.55
16506,16506,11.98,0.97,2.39,5.92,2.7
16507,16507,16.63,9.02,4.76,1.85,1.0
16508,16508,6.5,1.34,2.71,1.75,0.7
16509,16509,18.65,7.12,3.59,4.96,2.98
16510,16510,8.9,1.18,2.44,0.03,5.25
16511,16511,19.26,2.6,4.46,7.7,4.5
16512,16512,9.54,5.08,1.78,1.21,1.47
16513,16513,5.09,2.25,0.5,0.62,1.72
16514,16514,1.51,0.41,0.16,0.35,0.59
16515,16515,3.79,2.72,0.92,0.03,0.12
16516,16516,14.53,10.94,1.52,0.71,1.36
16517,16517,2.31,0.77,0.38,0.2,0.96
16518,16518,18.48,2.73,4.61,8.0,3.14
